"VI name";;"string type";;"Key";;"English";;"Russian"
"error_popup.vi";;"Block Diagram";;"F1 - Continue";;"F1 - Continue";;"F1 - Продолжить"
"error_popup.vi";;"Block Diagram";;"ERROR";;"ERROR";;"ОШИБКА"
"confirm_popup_dock_audit.vi";;"Block Diagram";;"ERROR";;"ERROR";;"ОШИБКА"
"confirm_popup_dock_audit.vi";;"Block Diagram";;"F1 - Continue";;"F1 - Continue";;"F1 - Продолжить"
"confirm_popup_dock_audit.vi";;"Block Diagram";;"SCAN ERROR";;"SCAN ERROR";;"ОШИБКА СКАНИРОВАНИЯ"
"confirm_popup_dock_audit.vi";;"Block Diagram";;"First you need to scan the tooling!";;"First you need to scan the tooling!";;"Сначала необходимо отсканировать номер оснастки!"
"confirm_popup_dock_audit.vi";;"Block Diagram";;"Invalid tooling number!";;"Invalid tooling number!";;"Некорректный номер оснастки!"
"confirm_popup_dock_audit.vi";;"Block Diagram";;"Tooling does not match the scanned gear!";;"Tooling does not match the scanned gear!";;"Номер оснастки не соответсвует номеру РМ!"
"FGV_OBJ_error_buffer.vi";;"Block Diagram";;"Time";;"Time";;"Время"
"FGV_OBJ_error_buffer.vi";;"Block Diagram";;"Thread";;"Thread";;"Источник"
"FGV_OBJ_error_buffer.vi";;"Block Diagram";;"Number";;"Number";;"Номер"
"FGV_OBJ_error_buffer.vi";;"Block Diagram";;"Description";;"Description";;"Описание"
"FGV_OBJ_records_display.vi";;"Block Diagram";;"OBJ position measurement - Left";;"OBJ position measurement - Left";;"OBJ позиция измерения - Слева"
"FGV_OBJ_records_display.vi";;"Block Diagram";;"OBJ position measurement - Right";;"OBJ position measurement - Right";;"OBJ позиция измерения - Справа"
"FGV_OBJ_records_display.vi";;"Block Diagram";;"Gear Serial";;"Gear Serial";;"Номер РМ:"
"FGV_OBJ_records_display.vi";;"Block Diagram";;"Status";;"Status";;"Статус"
"FGV_OBJ_records_display.vi";;"Block Diagram";;"Min";;"Min";;"Минимум"
"FGV_OBJ_records_display.vi";;"Block Diagram";;"Value";;"Value";;"Значение"
"FGV_OBJ_records_display.vi";;"Block Diagram";;"Max";;"Max";;"Максимум"
"FGV_OBJ_records_display.vi";;"Block Diagram";;"TEST FINISHED - OK";;"TEST FINISHED - OK";;"ТЕСТ ЗАВЕРШЁН - OK"
"FGV_OBJ_records_display.vi";;"Block Diagram";;"TEST FINISHED - NOK";;"TEST FINISHED - NOK";;"ТЕСТ ЗАВЕРШЁН - NOK"
"FGV_OBJ_status_display.vi";;"Block Diagram";;"\nExecuted SQL statement: ";;"\nExecuted SQL statement: ";;"\nExecuted SQL statement: "
"FGV_OBJ_status_display.vi";;"Block Diagram";;"%sOK%s";;"%sOK%s";;"%sOK%s"
"FGV_OBJ_status_display.vi";;"Block Diagram";;"%sWARNING: %d - %s%s";;"%sWARNING: %d - %s%s";;"%sПРЕДУПРЕЖДЕНИЕ: %d - %s%s"
"FGV_OBJ_status_display.vi";;"Block Diagram";;"%sERROR: %d - %s%s";;"%sERROR: %d - %s%s";;"%sОШИБКА: %d - %s%s"
"FGV_OBJ_status_display.vi";;"Block Diagram";;"SOMETHING WENT WRONG - CHECK STATUS BELOW";;"SOMETHING WENT WRONG - CHECK STATUS BELOW";;"ЧТО-ТО ПОШЛО НЕ ТАК - ПРОВЕРЬТЕ СТАТУС НИЖЕ"
"FGV_OBJ_test_button.vi";;"Block Diagram";;" USER ACCESS LEVEL TOO LOW TO PERFORM TEST";;" USER ACCESS LEVEL TOO LOW TO PERFORM TEST";;"УРОВЕНЬ ДОСТУПА ПОЛЬЗОВАТЕЛЯ НЕ ПОЗВОЛЯЕТ ЗАПУСТИТЬ ТЕСТ"
"FGV_tristate_indicator_OBJ_test.vi";;"Block Diagram";;"TOOLING";;"TOOLING";;"TOOLING"
"FGV_tristate_indicator_OBJ_test.vi";;"Block Diagram";;"READY";;"READY";;"READY"
"FGV_tristate_indicator_OBJ_test.vi";;"Block Diagram";;"PENDING";;"PENDING";;"PENDING"
"FGV_tristate_indicator_OBJ_test.vi";;"Block Diagram";;"TEST OK";;"TEST OK";;"TEST OK"
"FGV_tristate_indicator_OBJ_test.vi";;"Block Diagram";;"TEST NOK";;"TEST NOK";;"TEST NOK"
"FGV_tristate_indicator_OBJ_test.vi";;"Block Diagram";;"PART NOK";;"PART NOK";;"PART NOK"
"FGV_tristate_indicator_OBJ_test.vi";;"Block Diagram";;"ROUTING NOK";;"ROUTING NOK";;"ROUTING NOK"
"FGV_tristate_indicator_OBJ_test.vi";;"Block Diagram";;"REPEAT NOK";;"REPEAT NOK";;"REPEAT NOK"
"FGV_tristate_indicator_OBJ_test.vi";;"Block Diagram";;"APPLICATION ERROR";;"APPLICATION ERROR";;"APPLICATION ERROR"
"OBJ_config_keys_to_cluster.vi";;"Block Diagram";;"Config parameter: "%s" in section: "%s" not found.";;"Config parameter: "%s" in section: "%s" not found.";;"Конфигурационный параметр: "%s" в секции: "%s" не найден."
"OBJ_config_keys_to_cluster.vi";;"Block Diagram";;"Unexpected value for boolean while reading config file. Following value is incorrect:\nParameter: %s\nValue: %s";;"Unexpected value for boolean while reading config file. Following value is incorrect:\nParameter: %s\nValue: %s";;"Неожиданное значение логического значения при чтении файла конфигурации. Следующее значение неверно:\nПараметр: %s\nЗначение: %s"
"OBJ_create_menu_bar.vi";;"Block Diagram";;"About";;"About";;"О программе"
"OBJ_create_menu_bar.vi";;"Block Diagram";;"Language - English";;"Language - English";;"Language - English"
"OBJ_create_menu_bar.vi";;"Block Diagram";;"Language - Russian";;"Language - Russian";;"Language - Russian"
"OBJ_create_menu_bar.vi";;"Block Diagram";;"Application";;"Application";;"Application"
"OBJ_create_menu_bar.vi";;"Block Diagram";;"Help";;"Help";;"Help"
"OBJ_create_menu_bar.vi";;"Block Diagram";;"Exit";;"Exit";;"Выход"
"OBJ_evaluate_result.vi";;"Block Diagram";;"OK";;"OK";;"OK"
"OBJ_evaluate_result.vi";;"Block Diagram";;"NOK";;"NOK";;"NOK"
"OBJ_gear_status_number_to_description_and_enum.vi";;"Block Diagram";;"INTERRUPTED";;"INTERRUPTED";;"INTERRUPTED"
"OBJ_gear_status_number_to_description_and_enum.vi";;"Block Diagram";;"IN OPERATION";;"IN OPERATION";;"IN OPERATION"
"OBJ_MAIN_get_test_data.vi";;"Block Diagram";;"Timeout while waiting for data - measuring device - LEFT";;"Timeout while waiting for data - measuring device - LEFT";;"Превышено время ожидания ответа от измерительного устройства - СЛЕВА"
"OBJ_MAIN_get_test_data.vi";;"Block Diagram";;"Timeout while waiting for data - measuring device - RIGHT";;"Timeout while waiting for data - measuring device - RIGHT";;"Превышено время ожидания ответа от измерительного устройства - СПРАВА"
"OBJ_parse_read_gear_data_response.vi";;"Block Diagram";;"INVALID ROUTING FOR SELECTED GEAR - TEST CANNOT BE PERFORMED";;"INVALID ROUTING FOR SELECTED GEAR - TEST CANNOT BE PERFORMED";;"НЕВОЗМОЖНО ЗАПУСТИТЬ ТЕСТ ДЛЯ ТЕКУЩЕГО РМ. НЕВЕРНЫЙ МАРШРУТ."
"OBJ_parse_read_gear_data_response.vi";;"Block Diagram";;"Unexpected Routing status: %s";;"Unexpected Routing status: %s";;"Неожиданный статус маршрута: %s"
"OBJ_parse_read_gear_data_response.vi";;"Block Diagram";;"Unexpected Repeat Count status: %s";;"Unexpected Repeat Count status: %s";;"Неожиданный статус счетчика повторов : %s"
"OBJ_parse_read_gear_data_response.vi";;"Block Diagram";;"PART ALREADY TESTED OK - TEST CANNOT BE PERFORMED";;"PART ALREADY TESTED OK - TEST CANNOT BE PERFORMED";;"ДЕТАЛЬ УЖЕ УСПЕШНО ПРОШЛА ТЕСТ - ПОВТОРНЫЙ ЗАПУСК НЕВОЗМОЖЕН"
"OBJ_parse_read_gear_data_response.vi";;"Block Diagram";;"NUMBER OF ALLOWED REPEATS EXCEEDED - TEST CANNOT BE PERFORMED";;"NUMBER OF ALLOWED REPEATS EXCEEDED - TEST CANNOT BE PERFORMED";;"ТЕСТ ДАННОГО РМ ЗАПУСКАЛСЯ СЛИШКОМ МНОГО РАЗ  - ПОВТОРНЫЙ ЗАПУСК НЕВОЗМОЖЕН"
"OBJ_parse_read_gear_data_response.vi";;"Block Diagram";;"GEAR STATUS ON PREVIOUS OPERATION: NOK - TEST CANNOT BE PERFORMED";;"GEAR STATUS ON PREVIOUS OPERATION: NOK - TEST CANNOT BE PERFORMED";;"СТАТУС РМ НА ПРЕДЫДУЩЕЙ ОПЕРАЦИИ: NOK - ПОВТОРНЫЙ ЗАПУСК НЕВОЗМОЖЕН"
"OBJ_parse_read_gear_data_response.vi";;"Block Diagram";;"GEAR STATUS: INTERRUPTED - TEST CANNOT BE PERFORMED";;"GEAR STATUS: INTERRUPTED - TEST CANNOT BE PERFORMED";;"РАБОТА С РМ НА ПРЕДЫДУЩЕЙ ОПЕРАЦИИ НЕЗАВРЕШЕНА - ПОВТОРНЫЙ ЗАПУСК НЕВОЗМОЖЕН"
"OBJ_parse_read_gear_data_response.vi";;"Block Diagram";;"GEAR STATUS: IN OPERATION - TEST CANNOT BE PERFORMED";;"GEAR STATUS: IN OPERATION - TEST CANNOT BE PERFORMED";;"РМ В РАБОТЕ НА ДРУГОЙ СТАНЦИИ  - ЗАПУСК ТЕСТА НЕВОЗМОЖЕН"
"OBJ_parse_read_gear_data_response.vi";;"Block Diagram";;"Unexpected Gear Status: %s";;"Unexpected Gear Status: %s";;"Неожиданный статус РМ: %s"
"OBJ_parse_read_gear_data_response.vi";;"Block Diagram";;"GEAR NOT FOUND IN DATABASE";;"GEAR NOT FOUND IN DATABASE";;"РМ не найден в базе данных"
"OBJ_parse_result_save_response.vi";;"Block Diagram";;"Transaction was not commited, error in stored procedure, database state, or database configuration. Check if test limits and results archivisation values exists in the database.";;"Transaction was not commited, error in stored procedure, database state, or database configuration. Check if test limits and results archivisation values exists in the database.";;"Транзакция не была зафиксирована, ошибка в хранимой процедуре, состоянии базы данных, или в конфигарации базы данных. Проверьте, существуют ли в базе данных лимиты тестов и значения архивации результатов."
"OBJ_parse_result_save_response.vi";;"Block Diagram";;"TRANSACTION NOT COMMITTED - CHECK STATUS BELOW";;"TRANSACTION NOT COMMITTED - CHECK STATUS BELOW";;"ТРАНЗАКЦИЯ НЕ ЗАФИКСИРОВАНА - ПРОВЕРЬТЕ СТАТУС НИЖЕ"
